Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,MAMIDIGUDEM,2,COMMERCIAL,7,1,0.0,7.98
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,MOGALLAPALLI,2,COMMERCIAL,6,6,769.0,6.68
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,PEDAMIDISILURU <C-1>,2,COMMERCIAL,7,0,0.0,7.28
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,PEDAMIDISILURU <C-2>,2,COMMERCIAL,7,0,0.0,4.22
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,PEDDIPALLI,2,COMMERCIAL,3,1,18.0,2.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,HATTI,2,COMMERCIAL,1,1,3857.0,10.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,MODI,2,COMMERCIAL,5,0,0.0,2.85
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,INDHAPUR,2,COMMERCIAL,2,1,1492.0,11.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,JERI,2,COMMERCIAL,6,0,0.0,4.1
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,GOGUBAKA,2,COMMERCIAL,1,1,38.0,1.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,GADALAPALLY,2,COMMERCIAL,2,0,0.0,2.72
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,TURUBAKA,2,COMMERCIAL,10,8,5235.0,17.24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,RAMARAO PETA,2,COMMERCIAL,1,1,41.0,1.0
NIRMAL,BHAINSA,BASAR,BASAR,LABDI,2,COMMERCIAL,4,2,159.0,4.252
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,Z  REGUBALLI,2,COMMERCIAL,2,2,404.0,1.44
NIRMAL,BHAINSA,BASAR,BASAR,MAILAPUR,2,COMMERCIAL,1,1,75.0,1.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,Z.VEERABHADRARAM,2,COMMERCIAL,1,0,0.0,0.386
NIRMAL,BHAINSA,BASAR,BASAR,SALAPUR,2,COMMERCIAL,4,1,1494.0,12.24
NIRMAL,BHAINSA,BASAR,BASAR,TAKLY,2,COMMERCIAL,6,0,0.0,8.25
NIRMAL,BHAINSA,BASAR,LOHESRA,BAMINI (K),2,COMMERCIAL,1,1,55.0,1.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,SUNGAPOOR,2,COMMERCIAL,3,2,217.0,2.36
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,TALANDI (T),2,COMMERCIAL,8,8,542.0,7.95
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,KANNEPALLY (T),2,COMMERCIAL,3,0,0.0,3.51
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,ASWARAOPETA,DAMMAPETA,JAGGARAM,2,COMMERCIAL,13,10,1156.0,18.51
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,RANGAIAHPALLY,2,COMMERCIAL,12,1,0.0,11.24
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,RATNAGIRI,2,COMMERCIAL,17,3,1211.0,29.8
